quantity_id,recipe_id,ingredient_id,max_qty,min_qty,unit,preparation,optional
1559,514,3618,1.0,1.0,tablespoon(s),,False
1560,514,1648,1.0,1.0,cup(s),sliced,False
1561,514,2253,2.0,2.0,cup(s)," cored, chopped ",False
1562,514,802,3.0,3.0,cup(s),,False
1563,514,3021,0.5,0.5,teaspoon(s),,False
1564,514,3068,0.5,0.5,cup(s),,False
1565,514,3090,1.0,1.0,tablespoon(s),,False
1566,515,2152,1.0,1.0,12 oz. can(s),,False
1567,515,1350,3.0,3.0,tablespoon(s),,False
1568,515,2282,1.0,1.0,tablespoon(s),finely chopped,False
1569,515,718,1.0,1.0,tablespoon(s),minced,False
1570,515,86,1.5,1.5,teaspoon(s),,False
1571,515,1619,0.75,0.75,teaspoon(s),,False
1572,515,1577,0.25,0.25,teaspoon(s),,False
1573,515,3021,0.13,0.13,teaspoon(s),,False
1574,515,1339,0.13,0.13,teaspoon(s),,False
1575,474,2976,1.5,1.5,teaspoon(s),light,True
1576,451,2394,0.33,0.33,cup(s)," coarsely chopped, shelled, ",False
1577,451,2788,0.33,0.33,cup(s),,False
1578,451,61,1.0,1.0,6 oz. can(s),,False
1579,451,3598,0.5,0.5,teaspoon(s),,False
1580,451,1684,0.25,0.25,teaspoon(s),,False
1581,451,1696,0.13,0.13,teaspoon(s),or allspice,False
1583,451,2196,1.0,1.0,cup(s),,False
1584,451,1780,1.0,1.0,tablespoon(s),,False
1585,434,2220,2.0,2.0,tablespoon(s),or butter,False
1586,516,259,3.5,2.5,pound(s),trimmed,False
1587,516,3618,1.0,1.0,tablespoon(s),,False
1588,516,2282,0.5,0.5,cup(s),chopped,False
1589,516,3649,0.5,0.5,cup(s),,False
1590,516,2260,3.0,3.0,cup(s)," sliced, cut 1/4-inch thick ",False
1591,516,351,0.25,0.25,cup(s),packed,False
1592,516,1350,1.0,1.0,tablespoon(s),,False
1593,516,3021,1.0,1.0,teaspoon(s),,False
1594,516,1684,0.5,0.5,teaspoon(s),,False
1595,516,1700,0.5,0.5,teaspoon(s),,False
1596,516,2660,8.0,8.0,ounce(s),,False
1597,517,189,1.25,1.25,pound(s)," well-trimmed, cut in 1-inch pieces ",False
1598,517,2282,0.5,0.5,cup(s),coarsely chopped,False
1600,517,3618,1.0,1.0,tablespoon(s),,False
1601,517,1087,1.5,1.5,teaspoon(s),,False
1602,517,1688,1.0,1.0,teaspoon(s),,False
1603,517,958,0.5,0.5,teaspoon(s),,False
1604,517,3021,0.5,0.5,teaspoon(s),,False
1606,517,3649,0.5,0.5,cup(s),,False
1607,517,413,4.0,4.0,ounce(s),,False
1608,517,889,1.0,1.0,tablespoon(s),,False
1609,517,1651,0.25,0.25,cup(s),sliced,False
1610,518,180,8.0,8.0,ounce(s),cut 1/8 to 1/4-inch thick,False
1611,518,1147,2.0,2.0,tablespoon(s),,False
1612,518,2129,2.0,2.0,tablespoon(s),,False
1613,518,1573,1.0,1.0,clove(s),minced,False
1614,518,3618,1.0,1.0,teaspoon(s),,False
1616,519,180,1.0,1.0,pound(s),cut 1/8 to 1/4-inch thick,False
1619,519,1087,34.0,34.0,teaspoon(s),,False
1620,519,2442,1.0,1.0,tablespoon(s),,False
1623,520,2442,2.0,2.0,tablespoon(s),,False
1624,520,1700,0.25,0.25,teaspoon(s),,False
1627,520,528,16.0,16.0,ounce(s),whole,False
1628,520,166,0.5,0.5,cup(s),,False
1629,520,1141,0.5,0.5,cup(s),,False
1630,520,1098,2.0,2.0,teaspoon(s),crushed,False
1633,520,2478,0.5,0.5,cup(s)," or rice, uncooked ",False
1634,520,1350,4.0,4.0,teaspoon(s),,False
1635,520,3021,0.75,0.75,teaspoon(s),,False
1636,520,1088,2.0,2.0,tablespoon(s),chopped,False
1637,521,1692,1.0,1.0,pound(s),,False
1638,521,1579,1.0,1.0,teaspoon(s),divided,False
1639,521,1074,1.0,1.0,teaspoon(s),,False
1640,521,470,15.0,15.0,ounce(s),drained,False
1642,521,1155,0.5,0.5,cup(s),,False
1643,521,1088,1.0,1.0,tablespoon(s),chopped,False
1644,521,2031,1.0,1.0,teaspoon(s),grated,False
1645,522,380,4.0,3.5,pound(s),,False
1646,522,2454,0.67,0.67,cup(s),,False
1647,522,2457,0.5,0.5,cup(s),,False
1648,522,363,1.0,1.0,tablespoon(s),,False
1649,522,1334,0.5,0.5,teaspoon(s),grated,False
1650,522,1135,0.25,0.25,teaspoon(s),,False
1651,522,2019,2.0,2.0,tablespoon(s),,False
1652,522,889,1.0,1.0,tablespoon(s),,False
1653,523,4228,1.0,1.0,pound(s),,False
1654,523,2902,1.5,1.5,cup(s),quick cooking,False
1655,523,2282,0.5,0.5,cup(s),sliced,False
1656,523,203,0.25,0.25,cup(s),diced,False
1657,523,3649,1.0,1.0,cup(s),hot,False
1658,523,2738,1.0,1.0,teaspoon(s),,False
1659,523,1579,1.0,1.0,teaspoon(s),,False
1660,523,2591,1.0,1.0,dash(es),,False
1661,523,3316,16.0,16.0,ounce(s),,False
1662,523,2066,1.0,1.0,cup(s),cubed,False
1663,524,273,1.0,1.0,pound(s)," or shoulder, cut in 1/8-inch strips ",False
1664,524,2435,1.0,1.0,tablespoon(s),,False
1666,524,516,8.0,8.0,fl. ounce(s),,False
1667,524,485,8.0,8.0,ounce(s),,False
1668,524,1151,1.0,1.0,package(s),,False
1669,524,448,12.0,12.0,ounce(s),drained,False
1670,524,1657,1.0,1.0,cup(s),,False
1671,524,2902,1.5,1.5,cup(s),quick cooking,False
1672,525,257,1.0,1.0,pound(s),,False
1673,525,3484,3.0,3.0,cup(s),,False
1675,525,3021,0.25,0.25,teaspoon(s),,False
1676,525,219,0.25,0.25,teaspoon(s),,False
1677,525,2282,0.5,0.5,cup(s),finely chopped,False
1678,525,142,0.5,0.5,teaspoon(s),,False
1679,525,1086,0.5,0.5,teaspoon(s),,False
1680,525,2363,2.0,2.0,cup(s),uncooked,False
1681,525,2501,1.0,1.0,10 oz. package(s),,False
1683,526,585,0.5,0.5,cup(s),sliced 1/4-inch thick,False
1684,526,2260,0.5,0.5,cup(s),sliced 1/8-inch thick,False
1685,526,2282,0.25,0.25,cup(s),chopped,False
1686,526,1693,1.0,1.0,pound(s),,False
1687,526,527,1.0,1.0,cup(s),,False
1688,526,3787,2.0,2.0,teaspoon(s),,False
1689,527,1997,1.5,1.5,pound(s),cut 1-inch thick,False
1694,527,1147,0.5,0.5,cup(s),or unsweetened apple juice,False
1695,527,1780,0.5,0.5,cup(s),,False
1696,527,526,2.0,2.0,tablespoon(s),,False
1697,527,2881,2.0,2.0,tablespoon(s),,False
1698,527,2282,2.0,2.0,tablespoon(s),minced,False
1700,527,3787,1.0,1.0,teaspoon(s),,False
1701,527,1339,0.5,0.5,teaspoon(s),,False
1702,528,3194,1.0,1.0,pound(s),,False
1707,528,1573,2.0,2.0,clove(s),minced,False
1709,528,2442,3.0,3.0,tablespoon(s),,False
1710,528,2019,2.0,2.0,tablespoon(s),,False
1711,528,2012,12.0,12.0,ounce(s)," cooked, cubed ",False
1712,528,718,2.0,2.0,tablespoon(s),chopped,False
1713,528,219,0.5,0.5,teaspoon(s),,False
1714,528,3520,0.5,0.5,teaspoon(s),,False
1715,528,2518,0.5,0.5,teaspoon(s),,False
1716,529,821,1.0,1.0,cup(s),or pink beans,False
1717,529,4229,1.0,1.0,cup(s),,False
1718,529,4301,2.0,2.0,cup(s),cut in thin strips,False
1723,529,1648,2.0,2.0,tablespoon(s),sliced,False
1724,529,733,1.0,1.0,tablespoon(s),chopped,False
1725,529,2270,0.5,0.5,teaspoon(s),,False
1726,529,2591,0.25,0.25,teaspoon(s),,False
1727,529,1794,0.5,0.5,cup(s),,False
1728,529,2071,2.0,2.0,tablespoon(s),,False
1729,529,3618,1.0,1.0,tablespoon(s),,False
1730,529,2073,1.0,1.0,teaspoon(s),grated,False
1731,530,861,1.0,1.0,tablespoon(s),,False
1732,530,1573,2.0,2.0,clove(s),minced,False
1733,530,267,1.0,1.0,pound(s),cut in 1/8-inch strips,False
1734,530,3901,3.0,3.0,ounce(s),,False
1739,530,3353,0.25,0.25,cup(s),,False
1740,530,2211,0.5,0.5,cup(s),,False
1741,530,35,0.25,0.25,cup(s)," coarsely chopped, for topping ",True
1742,531,4228,1.0,1.0,pound(s),cooked (see Substitutions below),False
1743,531,427,1.0,1.0,21 oz. can(s),(see Substitutions below),False
1744,531,3649,36.5,36.5,fl. ounce(s),,False
1745,531,527,8.0,8.0,ounce(s),,False
1747,531,317,8.0,8.0,ounce(s),(see Substitutions below),False
1748,531,1547,1.0,1.0,16 oz. package(s),(see Note),False
1749,531,470,15.0,15.0,ounce(s)," or kidney beans, drained ",False
1750,531,1074,1.5,1.5,teaspoon(s),,False
1751,532,3315,0.5,0.5,pound(s),,False
1752,532,889,1.0,1.0,teaspoon(s),,False
1753,532,1690,0.5,0.5,teaspoon(s),,False
1754,532,1577,0.13,0.13,teaspoon(s),,False
1755,532,3283,1.0,1.0,teaspoon(s),,False
1756,532,3649,0.33,0.33,cup(s),,False
1757,532,2435,2.0,2.0,teaspoon(s),,False
1758,532,2260,0.67,0.67,cup(s),sliced thin,False
1759,532,585,0.67,0.67,cup(s),sliced thin,False
1760,532,2282,0.33,0.33,cup(s),sliced thin,False
1761,532,337,2.0,2.0,cup(s)," flowerets separated, stems cut in thin slices ",False
1762,532,1283,0.5,0.5,cup(s),,False
1763,532,156,0.5,0.5,cup(s),,False
1764,532,1367,0.5,0.5,cup(s),sliced,False
1765,532,3650,0.33,0.33,cup(s),sliced,False
1766,533,2397,2.0,2.0,pound(s),dried,False
1767,533,3445,0.5,0.5,pound(s),cut into 1-inch pieces,False
1769,533,351,0.25,0.25,cup(s),,False
1770,533,2219,1.0,1.0,cup(s),,False
1771,533,1135,2.0,2.0,tablespoon(s),,False
1772,533,2591,0.5,0.5,teaspoon(s),,False
1773,533,3021,2.0,2.0,teaspoon(s),,False
1774,533,249,2.0,2.0,cup(s),,False
1775,534,2001,1.0,1.0,pound(s),,False
1776,534,2394,6.0,6.0,tablespoon(s)," shelled, chopped ",False
1777,534,877,0.25,0.25,cup(s),,False
1778,534,1688,2.0,2.0,teaspoon(s),,False
1779,534,678,2.0,2.0,teaspoon(s),,False
1780,534,3484,0.5,0.5,cup(s),,False
1781,534,481,15.25,15.25,ounce(s)," drained, rinsed ",False
1782,534,3723,17.0,17.0,ounce(s),undrained,False
1786,535,374,2.0,2.0,tablespoon(s),,False
1788,535,203,0.25,0.25,cup(s),finely diced,False
1789,535,3795,0.25,0.25,cup(s),finely diced,False
1790,535,2287,0.25,0.25,cup(s),finely diced,False
1791,535,1573,2.0,2.0,tablespoon(s),minced,False
1792,535,2746,0.25,0.25,pound(s)," sliced 1/8-inch thick, diced ",False
1793,535,2394,1.0,1.0,cup(s),coarsely chopped,False
1794,535,2961,1.5,1.5,teaspoon(s),crumbled,False
1795,535,1207,0.5,0.5,cup(s),,False
1796,535,4299,4.0,4.0,cup(s)," penne-type, hot ",False
1797,535,236,1.0,1.0,ounce(s),crumbled,False
1802,536,166,2.0,2.0,cup(s),,False
1803,536,2692,1.0,1.0,ounce(s)," or cepes or shiitake, rinsed well ",False
1804,536,181,3.0,3.0,pound(s),trimmed of fat,False
1805,536,2880,0.75,0.75,cup(s),,False
1806,536,1360,0.5,0.5,pound(s),sliced,False
1807,536,2720,1.0,1.0,tablespoon(s),,False
1808,537,357,0.5,0.5,cup(s),,False
1809,537,3649,1.0,1.0,cup(s),divided,False
1810,537,175,0.75,0.75,pound(s),,False
1813,537,1356,2.0,2.0,tablespoon(s),chopped,False
1814,537,1688,1.0,1.0,teaspoon(s),,False
1815,537,1684,0.25,0.25,teaspoon(s),,False
1816,537,3021,0.5,0.5,teaspoon(s),,False
1817,537,219,0.25,0.25,teaspoon(s),freshly ground,False
1818,537,580,0.13,0.13,teaspoon(s),,False
1820,537,3490,15.0,15.0,ounce(s),,False
1821,538,172,1.5,1.5,pound(s),,False
1822,538,1153,0.25,0.25,cup(s),,False
1823,538,166,1.0,1.0,cup(s),,False
1826,538,718,2.0,2.0,sprig(s),,False
1828,538,1087,2.0,2.0,teaspoon(s),,False
1829,538,3461,1.0,1.0,teaspoon(s),,False
1830,538,3649,0.25,0.25,cup(s),,False
1831,538,1267,1.0,1.0,tablespoon(s),,False
1832,539,211,1.33,1.33,cup(s),,False
1833,539,264,1.0,1.0,pound(s)," boneless, cut in 1-inch cubes ",False
1834,539,972,1.25,1.25,teaspoon(s),,False
1835,539,1086,1.25,1.25,teaspoon(s),,False
1836,539,1099,0.33,0.33,teaspoon(s),,False
1839,539,580,0.33,0.33,teaspoon(s),,False
1840,539,2518,0.67,0.67,teaspoon(s),,False
1842,539,2881,1.5,1.5,tablespoon(s),,False
1843,539,219,0.33,0.33,teaspoon(s),,False
1844,539,2527,1.0,1.0,tablespoon(s),finely chopped,False
1845,539,733,1.0,1.0,tablespoon(s),,False
1846,539,2442,1.0,1.0,tablespoon(s),,False
1850,539,1366,1.5,1.5,tablespoon(s),finely chopped,False
1851,539,528,2.0,2.0,cup(s)," with juice, chopped ",False
1852,539,154,4.0,4.0,cup(s),,False
1853,540,192,1.0,1.0,pound(s),,False
1854,540,3703,2.0,2.0,tablespoon(s),,False
1855,540,3787,1.0,1.0,tablespoon(s),,False
1856,540,2282,1.0,1.0,tablespoon(s),finely chopped,False
1857,540,3090,1.0,1.0,tablespoon(s),,False
1858,540,3334,1.0,1.0,teaspoon(s),,False
1860,540,678,0.5,0.5,teaspoon(s),,False
1861,540,3697,0.13,0.13,teaspoon(s),,False
1862,540,3618,1.0,1.0,tablespoon(s),,False
1863,540,1436,1.0,1.0,bunch(es)," cleaned, stems removed ",False
1865,540,1440,2.0,2.0,cup(s)," cleaned, sliced ",False
1866,541,3283,3.0,3.0,tablespoon(s),divided,False
1867,541,351,1.5,1.5,tablespoon(s),divided,False
1868,541,3649,2.0,2.0,tablespoon(s),,False
1869,541,192,0.75,0.75,pound(s),in strips 2 x 1/4 x 1/4-inch,False
1870,541,3062,2.0,2.0,tablespoon(s),,False
1871,541,2019,1.0,1.0,tablespoon(s),,False
1873,541,2477,1.0,1.0,teaspoon(s),toasted,False
1874,541,2855,0.25,0.25,teaspoon(s),,False
1875,541,684,4.0,4.0,cup(s)," or Iceberg lettuce, shredded ",False
1876,541,2260,1.5,1.5,cup(s),coarsely grated,False
1877,541,1648,1.0,1.0,cup(s),thinly sliced,False
1878,541,3287,1.0,1.0,cup(s),cooked,False
1879,541,736,0.25,0.25,cup(s),loosely packed,False
1880,542,258,3.0,3.0,pound(s),,False
1882,542,3480,1.0,1.0,28 oz. can(s),chopped,False
1883,542,427,14.5,14.5,fl. ounce(s),,False
1884,542,1686,2.0,2.0,teaspoon(s),,False
1885,542,1684,0.75,0.75,teaspoon(s),,False
1886,542,580,0.5,0.5,teaspoon(s),,False
1887,542,3021,0.5,0.5,teaspoon(s),,False
1890,542,467,15.5,15.5,ounce(s),,False
1891,542,898,2.0,2.0,cup(s),,False
1892,542,3021,0.5,0.5,teaspoon(s),,False
1893,542,1710,0.5,0.5,teaspoon(s),,False
1894,542,249,2.0,2.0,cup(s),,False
1895,542,1604,1.0,1.0,cup(s),,False
1896,543,192,1.5,1.5,pound(s),,False
1897,543,3484,2.0,2.0,cup(s),,False
1898,543,2071,0.33,0.33,cup(s),,False
1899,543,299,2.0,2.0,teaspoon(s),,False
1900,543,1573,2.0,2.0,clove(s),finely chopped,False
1904,543,736,1.0,1.0,bunch(es),chopped,False
1906,544,3480,1.0,1.0,28 oz. can(s),chopped,False
1907,544,142,1.0,1.0,tablespoon(s),,False
1908,544,3021,0.5,0.5,teaspoon(s),,False
1909,544,219,0.25,0.25,teaspoon(s),freshly ground,False
1910,544,175,1.5,1.5,pound(s),,False
1913,544,2523,0.25,0.25,cup(s),freshly grated,False
1915,545,1676,1.0,1.0,pound(s),,False
1917,545,956,0.5,0.5,teaspoon(s),,False
1918,545,1435,3.0,3.0,cup(s),chopped,False
1919,545,1688,0.5,0.5,teaspoon(s),,False
1920,545,1686,0.5,0.5,teaspoon(s),,False
1921,545,1690,0.25,0.25,teaspoon(s),,False
1922,545,3021,0.25,0.25,teaspoon(s),,False
1925,545,2196,0.25,0.25,cup(s),,False
1926,545,980,0.25,0.25,teaspoon(s),,True
1927,546,161,6.0,6.0,pound(s),well-trimmed,False
1928,546,2027,2.0,2.0,teaspoon(s),grated,False
1929,546,1350,0.33,0.33,cup(s),,False
1930,546,1393,0.75,0.75,cup(s),,False
1931,546,1334,1.0,1.0,tablespoon(s),grated,False
1932,546,1573,1.0,1.0,tablespoon(s),minced,False
1933,546,1772,0.5,0.5,cup(s),,False
1934,546,1780,0.25,0.25,cup(s),,False
1935,546,3021,1.0,1.0,teaspoon(s),,False
1936,546,1000,2.0,2.0,tablespoon(s),,False
1937,546,1790,1.0,1.0,dash(es),,False
1940,547,1016,12.0,12.0,ounce(s),sliced,False
1941,547,1292,0.5,0.5,cup(s),chopped,False
1942,547,2735,0.13,0.13,cup(s),,False
1943,547,2196,0.5,0.5,cup(s),,False
1949,548,262,4.0,4.0,ounce(s)," grilled or roasted, thinly sliced ",False
1952,548,2038,1.0,1.0,cup(s),shredded,False
1953,548,3271,2.0,2.0,tablespoon(s),or yogurt,False
1954,548,3015,2.0,2.0,tablespoon(s),,False
1956,549,3090,1.0,1.0,tablespoon(s),,False
1957,549,3086,1.0,1.0,tablespoon(s),or vegetable oil,False
1958,549,2286,1.0,1.0,pound(s)," scrubbed, not peeled, cut in 1/4-inch thick by 2 1/2-inches ",False
1959,549,3502,0.75,0.75,pound(s)," cut into 1/4-inch strips, about 2 inches long ",False
1962,549,1903,0.5,0.5,cup(s),,False
1963,549,2129,2.0,2.0,tablespoon(s),,False
1964,549,351,1.0,1.0,tablespoon(s),,False
1965,549,3787,2.0,2.0,teaspoon(s),,False
1966,549,1334,2.0,2.0,teaspoon(s),minced,False
1967,549,2019,2.0,2.0,teaspoon(s),,False
1969,550,374,1.0,1.0,teaspoon(s),,False
1970,550,1638,3.0,3.0,cup(s),shredded,False
1971,550,2286,1.0,1.0,pound(s),cut into sticks 1/4-inch thick by 2 1/2-inches long,False
1972,550,279,1.0,1.0,pound(s)," or chops, fat removed ",False
1973,550,2518,0.5,0.5,teaspoon(s),,False
1974,550,79,0.5,0.5,cup(s),,False
1975,550,763,1.0,1.0,tablespoon(s),,False
1977,551,374,1.0,1.0,tablespoon(s),,False
1978,551,277,1.5,1.5,pound(s),cut in strips,False
1980,551,142,1.0,1.0,teaspoon(s),,False
1981,551,166,1.5,1.5,cup(s),,False
1982,551,732,0.25,0.25,cup(s),,False
1983,551,3334,0.25,0.25,cup(s),,False
1984,551,575,0.25,0.25,cup(s),,False
1985,551,3021,1.0,1.0,teaspoon(s),,False
1986,551,2625,1.0,1.0,teaspoon(s),,False
1988,552,528,14.5,14.5,ounce(s),whole peeled,False
1989,552,175,0.75,0.75,pound(s),,False
1994,552,2106,1.0,1.0,cup(s),,False
1995,552,1086,1.0,1.0,teaspoon(s),,False
1996,552,1108,1.0,1.0,teaspoon(s),,False
1997,552,3021,0.5,0.5,teaspoon(s),,False
1998,552,1339,0.25,0.25,teaspoon(s),,False
1999,552,580,0.13,0.13,teaspoon(s),,False
2000,553,3618,1.0,1.0,teaspoon(s),,False
2003,553,1360,1.0,1.0,pound(s),sliced,False
2004,553,1155,0.33,0.33,cup(s),,False
2005,553,166,0.25,0.25,cup(s),,False
2006,553,1108,0.5,0.5,teaspoon(s),,False
2007,553,3021,0.25,0.25,teaspoon(s),,False
2008,553,2591,0.13,0.13,teaspoon(s),,False
2009,553,175,1.0,1.0,pound(s),,False
2012,554,175,1.0,1.0,pound(s),,False
2015,554,3015,3.0,3.0,tablespoon(s),,False
2016,554,2410,8.0,8.0,ounce(s),plain,False
2017,555,4290,1.0,1.0,pound(s),,False
2018,555,2196,0.5,0.5,cup(s),,False
2019,555,2019,1.0,1.0,tablespoon(s),,False
2020,555,1780,1.0,1.0,tablespoon(s),,False
2022,555,980,0.13,0.13,teaspoon(s),,False
2023,555,3021,0.13,0.13,teaspoon(s),,False
2024,555,3072,1.0,1.0,cup(s)," or seedless green grapes, sliced in half lengthwise ",False
2025,555,1885,1.0,1.0,cup(s),julienned,False
2027,555,3655,2.0,2.0,bunch(es)," cleaned, tough stems removed ",False
2028,556,4290,1.0,1.0,pound(s),,False
2029,556,1286,1.0,1.0,pound(s)," pitted, quartered ",False
2030,556,3374,0.75,0.75,cup(s),chopped,False
2031,556,2910,2.0,2.0,tablespoon(s),,False
2032,556,3334,2.0,2.0,tablespoon(s),,False
2033,556,1257,0.5,0.5,teaspoon(s),,False
2034,557,175,0.75,0.75,pound(s),,False
2035,557,3283,1.0,1.0,tablespoon(s),,False
2036,557,1147,1.0,1.0,tablespoon(s),,False
2037,557,889,1.0,1.0,tablespoon(s),,False
2038,557,3650,2.0,2.0,tablespoon(s),coarsely chopped,False
2039,557,733,2.0,2.0,teaspoon(s)," (Chinese parsley), minced ",False
2040,557,1360,0.25,0.25,pound(s),sliced,False
2041,557,166,8.0,8.0,cup(s),,False
2042,557,2106,0.5,0.5,cup(s),soak in cold water for 30 minutes,False
2043,557,684,0.5,0.5,pound(s)," or Iceberg lettuce, coarsely chopped ",False
2044,557,4226,0.25,0.25,cup(s),,False
2045,557,3086,1.0,1.0,teaspoon(s),,False
2046,557,3697,0.13,0.13,teaspoon(s),,False
2049,558,175,1.0,1.0,pound(s),,False
2051,558,527,8.0,8.0,ounce(s),,False
2052,558,1367,0.33,0.33,pound(s),sliced,False
2053,558,1087,1.0,1.0,teaspoon(s),,False
2054,558,3461,1.0,1.0,teaspoon(s),,False
2055,558,1695,0.25,0.25,teaspoon(s),,False
2056,558,3021,0.25,0.25,teaspoon(s),,False
2057,558,2591,0.25,0.25,teaspoon(s),,False
2058,559,187,4.0,4.0,pound(s),fully trimmed,False
2059,559,166,1.0,1.0,cup(s),,False
2060,559,2071,0.5,0.5,cup(s),,False
2061,559,1334,2.0,2.0,tablespoon(s),grated,False
2062,559,3334,2.0,2.0,tablespoon(s),,False
2063,559,2073,1.0,1.0,tablespoon(s),grated,False
2066,560,2651,1.0,1.0,pound(s),,False
2067,560,427,29.0,29.0,fl. ounce(s),,False
2068,560,3649,4.5,4.5,cup(s),,False
2069,560,1998,1.0,1.0,pound(s),,False
2073,560,413,7.0,7.0,ounce(s),diced,False
2074,560,736,0.5,0.5,cup(s),chopped,False
2075,560,678,3.0,3.0,tablespoon(s),,False
2076,560,1087,1.0,1.0,tablespoon(s),,False
2077,560,3021,1.0,1.0,teaspoon(s),,False
2078,562,2292,1.0,1.0,pound(s),,False
2079,562,550,3.0,3.0,tablespoon(s),,False
2080,562,2522,3.0,3.0,tablespoon(s),finely diced,False
2081,562,3093,1.0,1.0,tablespoon(s),minced,False
2082,562,1573,1.0,1.0,teaspoon(s),minced,False
2084,562,2692,3.0,3.0,tablespoon(s),finely diced,False
2085,562,2361,3.0,3.0,tablespoon(s),finely diced,False
2086,562,3115,3.0,3.0,tablespoon(s),finely diced,False
2088,562,660,4.0,4.0,cup(s),or broth,False
2089,562,3107,0.33,0.33,cup(s),,False
2090,562,1292,3.0,3.0,tablespoon(s),chopped,False
2093,562,2523,3.0,3.0,tablespoon(s),grated,False
2095,563,1259,8.0,8.0,ounce(s),,False
2096,563,895,12.0,12.0,ounce(s),,False
2097,563,3618,1.0,1.0,tablespoon(s),,False
2098,563,1573,1.0,1.0,teaspoon(s),minced,False
2099,563,390,4.0,4.0,cup(s),cut in 1/2-inch wide strips,False
2100,563,203,2.0,2.0,cup(s),cut in 2-inch matchsticks,False
2101,563,2282,1.0,1.0,cup(s),cut in 1/2-inch wide wedges,False
2102,563,446,10.5,10.5,fl. ounce(s),divided,False
2103,563,889,2.0,2.0,tablespoon(s),,False
2104,563,3787,1.5,1.5,tablespoon(s),,False
2105,564,2710,1.25,1.25,pound(s),or lean pork,False
2107,564,2435,2.0,2.0,tablespoon(s),,False
2108,564,3021,0.5,0.5,teaspoon(s),,False
2109,564,3649,0.5,0.5,cup(s),,False
2110,564,889,1.5,1.5,teaspoon(s),,False
2111,564,862,2.0,2.0,tablespoon(s),,False
2112,564,1648,0.33,0.33,cup(s),chopped,False
2113,564,2788,2.0,2.0,tablespoon(s),,False
2114,564,2253,2.0,2.0,cup(s)," unpared, thinly sliced ",False
2115,565,2007,1.0,1.0,pound(s),,False
2116,565,2253,1.5,1.5,cup(s),thinly sliced,False
2117,565,351,0.25,0.25,cup(s),,False
2118,565,2298,2.0,2.0,cup(s)," cooked, mashed ",False
2119,565,3021,0.25,0.25,teaspoon(s),,False
2120,565,2327,0.5,0.5,cup(s),,False
2121,566,2129,3.0,3.0,tablespoon(s),divided,False
2122,566,351,1.5,1.5,tablespoon(s),divided,False
2123,566,3649,2.0,2.0,tablespoon(s),,False
2124,566,192,0.75,0.75,pound(s)," cut in strips, 2 x1/4x1/4 ",False
2125,566,2910,2.0,2.0,tablespoon(s),,False
2126,566,2019,1.0,1.0,tablespoon(s),,False
2127,566,1576,1.0,1.0,clove(s),minced,False
2128,566,3086,1.0,1.0,teaspoon(s),,False
2129,566,2855,0.25,0.25,teaspoon(s),,False
2130,566,684,4.0,4.0,cup(s),shredded,False
2132,566,1648,1.0,1.0,cup(s),thinly sliced,False
2133,566,3287,1.0,1.0,cup(s),cooked,False
2134,566,736,0.25,0.25,cup(s),loosely packed,False
2135,567,2442,2.0,2.0,teaspoon(s),,False
2138,567,733,2.0,2.0,tablespoon(s),,False
2140,567,2005,4.0,4.0,ounce(s),cut in bite-size pieces,False
2141,567,2102,1.0,1.0,pound(s)," or green beans, cut in 2-inch pieces ",False
2144,568,211,1.0,1.0,cup(s),dried,False
2145,568,2260,0.75,0.75,cup(s),sliced,False
2146,568,585,0.75,0.75,cup(s),sliced,False
2147,568,2282,0.5,0.5,cup(s),chopped,False
2149,568,1573,1.0,1.0,clove(s),minced,False
2150,568,956,0.13,0.13,teaspoon(s),,False
2152,568,1734,1.0,1.0,cup(s)," cooked, diced ",False
2153,568,2287,0.5,0.5,cup(s),cut in thin strips,False
2154,568,203,0.5,0.5,cup(s),cut in thin strips,False
2155,568,3618,2.0,2.0,teaspoon(s),,False
2156,568,841,3.0,3.0,cup(s),hot,False
2157,569,2710,0.75,0.75,pound(s),,False
2158,569,3021,0.75,0.75,teaspoon(s),divided,False
2159,569,1714,0.25,0.25,teaspoon(s),,False
2161,569,1648,0.5,0.5,cup(s),sliced,False
2162,569,3640,0.5,0.5,cup(s),chopped,False
2163,569,802,3.0,3.0,cup(s),,False
2164,569,2691,0.33,0.33,cup(s),,False
2165,569,3322,1.0,1.0,pint(s),sliced,False
2166,570,3365,0.5,0.5,pound(s),,False
2167,570,1360,1.0,1.0,cup(s),sliced,False
2169,570,1648,0.5,0.5,cup(s),sliced,False
2171,570,2327,0.25,0.25,cup(s),,False
2172,570,3021,0.5,0.5,teaspoon(s),,False
2173,570,1339,0.5,0.5,teaspoon(s),,False
2174,570,841,3.0,3.0,cup(s),,False
2175,570,2523,0.25,0.25,cup(s),grated,False
2176,571,262,1.0,1.0,pound(s),cut in 1-inch cubes,False
2177,571,1858,0.25,0.25,cup(s),,False
2182,571,617,0.5,0.5,pound(s),,False
2183,571,2902,1.0,1.0,cup(s),uncooked,False
2184,571,638,2.0,2.0,cup(s),,False
2185,571,1108,0.5,0.5,teaspoon(s),,False
2186,572,279,0.33,0.33,pound(s),,False
2187,572,1577,0.25,0.25,teaspoon(s),,False
2188,572,1684,0.25,0.25,teaspoon(s),,False
2189,572,1685,0.25,0.25,teaspoon(s),,False
2190,572,1696,0.25,0.25,teaspoon(s),,False
2191,572,1714,0.25,0.25,teaspoon(s),,False
